accession,superkingdom,phylum,class,order,family,genus,species
GCA_002307145.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Alpha-05,Alpha-05 sp002307145
GCF_900230255.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,Caenispirillum bisanense
GCF_000315795.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,Caenispirillum salinarum
GCA_002725625.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,GCA-2725625,GCA-2725625 sp002725625
GCA_002170915.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,TMED167,TMED167 sp002170915
GCA_002723345.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,TMED167,TMED167 sp002723345
GCA_002378125.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA3470,UBA3470,UBA3470 sp002378125
GCA_002690705.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA3470,TMED8,TMED8 sp002690705
GCA_002721825.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA3470,TMED8,TMED8 sp002721825
GCA_002709525.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA3470,UBA3470,UBA3470 sp002709525
GCF_000284075.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia rhipicephali
GCF_001439985.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia sp001439985
GCF_000964685.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma phagocytophilum
GCF_002214625.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma ovis
GCF_000632845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia sp000632845
GCF_000508225.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia muris
GCF_000632985.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia helminthoeca
GCF_001593535.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,Neorickettsia sp001593535
GCF_002849345.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma marginale
GCF_001648025.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia sp001648025
GCF_000306885.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia sp000306885
GCF_004210275.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,RICK02,RICK02 sp004210275
GCF_000815465.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Jidaibacter,Jidaibacter acanthamoeba
GCF_000730245.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Jidaibacter,Jidaibacter sp000730245
GCF_003344345.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia sp003344345
GCF_000255355.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia helvetica
GCA_002402195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,GCA-2402195,GCA-2402195 sp002402195
GCA_003963235.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,GCA-2402195,GCA-2402195 sp003963235
GCA_001654785.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi
GCF_000964615.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi_A
GCA_005791235.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,SXXS01,SXXS01 sp005791235
GCF_000012145.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis
GCA_002335845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,UBA1997,UBA1997 sp002335845
GCA_002359655.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,UBA2645,UBA2645 sp002359655
GCA_001767955.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,UBA2645,UBA2645 sp001767955
GCA_002725445.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA3002,GCA-2725445,GCA-2725445 sp002725445
GCA_002346425.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA3002,UBA3002,UBA3002 sp002346425
GCA_002697725.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA3002,UBA3002,UBA3002 sp002697725
GCA_002423155.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA998,UBA6149,UBA6149 sp002423155
GCA_004292675.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA998,RDZH01,RDZH01 sp004292675
GCA_004293935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA998,RDZH01,RDZH01 sp004293935
GCA_002291845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA998,UBA998,UBA998 sp002291845
GCA_002291925.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA998,UBA998,UBA998 sp002291925
GCF_005502745.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp005502745
GCA_002749135.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter_A,Emcibacter_A sp002749135
GCF_006385175.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter,Emcibacter nanhaiensis
GCF_005849285.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter,Emcibacter sp002380195
GCA_002700365.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,GCA-2700365,GCA-2700365 sp002700365
GCF_006385135.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Emcibacter_A,Emcibacter_A congregatus
GCF_003688555.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Eilatimonas,Eilatimonas milleporae
GCF_001550065.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas lipolytica
GCA_006226495.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp006226495
GCA_004356955.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,SMXS01,SMXS01,SMXS01 sp004356955
GCA_005882415.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allosphingosinicella,Allosphingosinicella sp005882415
GCF_004151485.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allosphingosinicella,Allosphingosinicella sp004151485
GCF_900177715.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter xiamenensis
GCF_001281485.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Altererythrobacter epoxidivorans
GCF_003581645.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_A,Altererythrobacter_A sp003581645
GCF_001028625.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_A,Altererythrobacter_A marensis
GCF_003626915.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_B,Altererythrobacter_B sp003626915
GCF_003605755.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_B,Altererythrobacter_B sp003605755
GCF_000013005.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_D,Altererythrobacter_D litoralis_A
GCA_004282995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_D,Altererythrobacter_D sp004282995
GCF_003610805.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_E,Altererythrobacter_E sp003610805
GCF_003958635.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter_E,Altererythrobacter_E xinjiangensis
GCF_000383095.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,B12,B12 sp000383095
GCF_000333335.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,B12,B12 sp000333335
GCA_000503195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp000503195
GCF_005502595.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp001556365
GCA_001898545.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Caenibius,Caenibius sp001898545
GCF_003860345.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Caenibius,Caenibius tardaugens
GCA_002729695.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium sp002729695
GCF_003363135.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium lutimaris
GCA_001683845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,Croceibacterium sp001683845
GCA_002279825.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,Croceibacterium sp002279825
GCF_004004515.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,Croceicoccus sp004004515
GCF_001661675.2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,Croceicoccus marinus
GCA_002683755.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Elkelangia,Elkelangia sp002683755
GCF_000420305.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Elkelangia,Elkelangia baekryungensis
GCF_007004095.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp007004095
GCA_000714765.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp000714765
GCF_002237615.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A flavus
GCF_001678665.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A sp001678665
GCA_002337385.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter_B sp002337385
GCF_003605195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_B,Erythrobacter_B odishensis
GCF_001719165.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_D,Erythrobacter_D litoralis
GCF_900105095.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_D,Erythrobacter_D sp900105095
GCF_004342985.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp004342985
GCF_004005905.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp004005905
GCA_002375465.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,Pacificimonas sp002375465
GCF_000342165.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,Pacificimonas flava
GCA_001464915.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter sp001464915
GCA_004292705.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter sp004292705
GCF_004331795.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,Qipengyuania sp004331795
GCF_004358425.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,Qipengyuania sediminis
GCF_900167915.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus histidinilytica
GCF_000971055.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus sp000971055
GCF_006385875.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,Sandaracinobacter sp006385875
GCA_002422985.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,Sandaracinobacter sp002422985
GCF_000420765.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus limnophila
GCA_002256005.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,Sandarakinorhabdus sp002256005
GCA_003248935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp003248935
GCF_004152845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium fuliginis
GCA_003248395.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A sp003248395
GCF_003946805.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp003946805
GCF_000711715.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_A,Sphingomonas_A astaxanthinifaciens
GCF_000585415.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_A,Sphingomonas_A jaspsi
GCF_004796535.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_B,Sphingomonas_B sp004796535
GCA_002291855.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_B,Sphingomonas_B sp002291855
GCF_900188165.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_E,Sphingomonas_E laterariae
GCF_002151445.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_E,Sphingomonas_E sp002151445
GCF_001956315.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_G,Sphingomonas_G montana
GCF_900113315.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_G,Sphingomonas_G jatrophae
GCA_003248515.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_I,Sphingomonas_I sp003248515
GCF_003391115.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_I,Sphingomonas_I crusticola
GCF_001598815.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis terrae
GCF_000756375.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp000756375
GCA_002733865.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus_A,Sphingorhabdus_A sp002733865
GCA_002783865.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus_A,Sphingorhabdus_A sp002783865
GCA_002278855.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus_B,Sphingorhabdus_B sp002278855
GCA_002299195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus_B,Sphingorhabdus_B sp002299195
GCF_003660165.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,UBA1936,UBA1936 sp003660165
GCF_005518185.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,UBA1936,UBA1936 sp005518185
GCF_003344885.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,ZODW24,ZODW24 sp003344885
GCF_003340475.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,ZODW24,ZODW24 sp003340475
GCF_000175255.2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis
GCA_000218875.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas pomaceae
GCA_002171495.2,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED131,GCA-2732015,GCA-2732015 sp002171495
GCA_002937675.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,MarineAlpha9-Bin2,MarineAlpha9-Bin2 sp002937675
GCA_002171375.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,TMED109,TMED109 sp002171375
GCA_002937655.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,TMED109,TMED109 sp002937655
GCA_002720535.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,TMED109,TMED109 sp002720535
GCA_002690625.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED131,MED722,MED722 sp002690625
GCA_002732015.1,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED131,GCA-2732015,GCA-2732015 sp002732015
GCA_003280605.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,TMED26,TMED26,TMED26 sp003280605
GCA_002709155.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,UBA7326,UBA7326 sp002709155
GCA_002730675.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,GCA-002701455,GCA-002701455 sp002730675
GCA_002701455.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,GCA-002701455,GCA-002701455 sp002701455
GCA_002722775.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,GCA-2722775,GCA-2722775 sp002722775
GCA_003284265.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,UBA7326,UBA7326 sp003284265
GCF_000171835.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,BAL199,BAL199 sp000171835
GCF_000319385.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Endolissoclinum,Endolissoclinum faulkneri_B
GCF_000510265.1,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Endolissoclinum,Endolissoclinum faulkneri_A
GCA_002328405.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA2136,UBA2136,UBA2136 sp002328405
GCA_002791805.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA6156,UM-FILTER-53-9,UM-FILTER-53-9 sp002791805
GCA_002422365.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA6156,UBA6156,UBA6156 sp002422365
GCA_003241595.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA1280,UBA6156,UBA6156,UBA6156 sp003241595
GCA_002721365.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,GCA-2721365,GCA-2721365,GCA-2721365 sp002721365
GCA_002712985.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,GCA-2712985,GCA-2712985 sp002712985
GCA_002937585.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,MarineAlpha9-Bin7,MarineAlpha9-Bin7 sp002937585
GCA_002938115.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7887,UBA7887,MarineAlpha9-Bin7,MarineAlpha9-Bin7 sp002938115
GCA_002716125.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,UBA6544 sp002716125
GCA_006844765.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,GCA-2696645,SPJV01,SPJV01 sp006844765
GCA_002709955.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,GCA-2696645,GCA-2696645,GCA-2696645 sp002709955
GCA_002696645.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,GCA-2696645,GCA-2696645,GCA-2696645 sp002696645
GCA_002724395.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,GCA-002724395 sp002724395
GCA_002715005.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,GCA-002724395 sp002715005
GCA_002722095.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA8366,UBA8366 sp002722095
GCA_002434595.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,UBA6544 sp002434595
GCA_002711555.1,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA8366,UBA8366 sp002711555
GCA_003251795.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,SPGG2,SZUA-472,SZUA-472 sp003251795
GCA_001785115.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,RBG-16-65-34,RBG-16-65-34 sp001785115
GCA_001785195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,Sulfuricaulis,Sulfuricaulis sp001785195
GCF_002355735.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Sulfurifustaceae,Sulfuricaulis,Sulfuricaulis limicola
GCF_000423825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Thermithiobacillaceae,Thermithiobacillus,Thermithiobacillus tepidarius
GCF_000175575.2,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus_A,Acidithiobacillus_A caldus
GCF_002847505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus sp002847505
GCF_000214095.2,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans
GCA_002341825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus_A,Acidithiobacillus_A sp002341825
GCF_002966515.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,Shewanella sp002966515
GCF_000260655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria sicca_B
GCF_000423285.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Laribacter,Laribacter hongkongensis
GCF_003201855.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,Rivicola pingtungensis
GCF_002002905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,Rivicola sp002002905
GCF_001422405.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudorhodoferax,Pseudorhodoferax sp001422405
GCF_005503065.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,ALPHA2B,ALPHA2B sp005503065
GCF_003671765.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,ALPHA2B,ALPHA2B sp003671765
GCF_003096315.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter insuavis
GCF_000165835.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Achromobacter,Achromobacter xylosoxidans_B
GCF_900113035.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_A,Acidovorax_A wautersii
GCF_900102625.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_A,Acidovorax_A valerianellae
GCF_000175235.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_B,Acidovorax_B delafieldii_A
GCF_002176815.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_B,Acidovorax_B sp002176815
GCA_001725235.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_C,Acidovorax_C sp001725235
GCF_001298675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_C,Acidovorax_C caeni
GCF_003663825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_D,Acidovorax_D sp003663825
GCF_005405905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Acidovorax_D,Acidovorax_D sp005405905
GCF_000219915.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,Advenella kashmirensis
